nume_actiune,timestamp,thread
loadCandidati,23-06-2022 17:03:40,18
findFacultate,23-06-2022 17:03:40,18
loadFacultati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findFacultate,23-06-2022 17:03:40,18
loadFacultati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findFacultate,23-06-2022 17:03:40,18
loadFacultati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findFacultate,23-06-2022 17:03:40,18
loadFacultati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
findExamen,23-06-2022 17:03:40,18
loadExamene,23-06-2022 17:03:40,18
loadCandidati,23-06-2022 17:03:40,18
isCandidat,23-06-2022 17:05:16,20
loadCandidati,23-06-2022 17:05:16,20
findFacultate,23-06-2022 17:05:18,20
loadFacultati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findFacultate,23-06-2022 17:05:18,20
loadFacultati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findFacultate,23-06-2022 17:05:18,20
loadFacultati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findFacultate,23-06-2022 17:05:18,20
loadFacultati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findFacultate,23-06-2022 17:05:18,20
loadFacultati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findFacultate,23-06-2022 17:05:18,20
loadFacultati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
findExamen,23-06-2022 17:05:18,20
loadExamene,23-06-2022 17:05:18,20
loadCandidati,23-06-2022 17:05:18,20
isProfesor,24-06-2022 11:39:11,18
loadProfesori,24-06-2022 11:39:11,18
isProfesor,24-06-2022 11:39:33,18
loadProfesori,24-06-2022 11:39:33,18
findFacultate,24-06-2022 11:39:43,18
loadFacultati,24-06-2022 11:39:43,18
findExamen,24-06-2022 11:39:43,18
loadExamene,24-06-2022 11:39:43,18
loadCandidati,24-06-2022 11:39:43,18
findExamen,24-06-2022 11:39:43,18
loadExamene,24-06-2022 11:39:43,18
loadCandidati,24-06-2022 11:39:43,18
findExamen,24-06-2022 11:39:46,18
loadExamene,24-06-2022 11:39:46,18
findFacultate,24-06-2022 11:39:52,18
loadFacultati,24-06-2022 11:39:52,18
findExamen,24-06-2022 11:39:52,18
loadExamene,24-06-2022 11:39:52,18
loadCandidati,24-06-2022 11:39:52,18
findExamen,24-06-2022 11:39:52,18
loadExamene,24-06-2022 11:39:52,18
loadCandidati,24-06-2022 11:39:52,18
isCandidat,24-06-2022 11:40:28,18
loadCandidati,24-06-2022 11:40:28,18
findFacultate,24-06-2022 11:40:30,18
loadFacultati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findFacultate,24-06-2022 11:40:30,18
loadFacultati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findFacultate,24-06-2022 11:40:30,18
loadFacultati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findFacultate,24-06-2022 11:40:30,18
loadFacultati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findFacultate,24-06-2022 11:40:30,18
loadFacultati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findFacultate,24-06-2022 11:40:30,18
loadFacultati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
findExamen,24-06-2022 11:40:30,18
loadExamene,24-06-2022 11:40:30,18
loadCandidati,24-06-2022 11:40:30,18
addCandidat,24-06-2022 11:45:07,18
isCandidat,24-06-2022 11:45:58,18
loadCandidati,24-06-2022 11:45:58,18
findFacultate,24-06-2022 11:46:00,18
loadFacultati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findFacultate,24-06-2022 11:46:00,18
loadFacultati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findFacultate,24-06-2022 11:46:00,18
loadFacultati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findFacultate,24-06-2022 11:46:00,18
loadFacultati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findFacultate,24-06-2022 11:46:00,18
loadFacultati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findFacultate,24-06-2022 11:46:00,18
loadFacultati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
findExamen,24-06-2022 11:46:00,18
loadExamene,24-06-2022 11:46:00,18
loadCandidati,24-06-2022 11:46:00,18
isProfesor,24-06-2022 11:46:15,18
loadProfesori,24-06-2022 11:46:15,18
findFacultate,24-06-2022 11:46:21,18
loadFacultati,24-06-2022 11:46:21,18
findExamen,24-06-2022 11:46:21,18
loadExamene,24-06-2022 11:46:21,18
loadCandidati,24-06-2022 11:46:21,18
findExamen,24-06-2022 11:46:21,18
loadExamene,24-06-2022 11:46:21,18
loadCandidati,24-06-2022 11:46:21,18
changeCandidat,24-06-2022 11:46:34,18
loadCandidati,24-06-2022 11:46:34,18
findFacultate,24-06-2022 11:46:34,18
loadFacultati,24-06-2022 11:46:34,18
findExamen,24-06-2022 11:46:34,18
loadExamene,24-06-2022 11:46:34,18
loadCandidati,24-06-2022 11:46:34,18
findExamen,24-06-2022 11:46:34,18
loadExamene,24-06-2022 11:46:34,18
loadCandidati,24-06-2022 11:46:34,18
findFacultate,24-06-2022 11:46:34,18
loadFacultati,24-06-2022 11:46:34,18
findExamen,24-06-2022 11:46:34,18
loadExamene,24-06-2022 11:46:34,18
loadCandidati,24-06-2022 11:46:34,18
findExamen,24-06-2022 11:46:34,18
loadExamene,24-06-2022 11:46:34,18
loadCandidati,24-06-2022 11:46:34,18
findFacultate,24-06-2022 11:46:35,18
loadFacultati,24-06-2022 11:46:35,18
findExamen,24-06-2022 11:46:35,18
loadExamene,24-06-2022 11:46:35,18
loadCandidati,24-06-2022 11:46:35,18
findExamen,24-06-2022 11:46:35,18
loadExamene,24-06-2022 11:46:35,18
loadCandidati,24-06-2022 11:46:35,18
